"Year","Aqstime","Sate_AOD","AERONET_AOD"
2012,"2012-03-15 10:55:00",0.632000030018,0.731473210712
2012,"2012-03-16 10:00:00",0.574000027264,0.880963050844
2012,"2012-03-18 11:25:00",1.46100006939,1.3772991066
2012,"2012-03-19 10:30:00",0.785000037285,1.11080548275
2012,"2012-03-20 11:15:00",1.61100007652,1.70184370606
2012,"2012-03-22 11:05:00",1.37500006531,1.64892643971
2012,"2012-03-23 10:10:00",1.60100007604,1.96576428164
2012,"2012-04-04 10:30:00",2.3475001115,3.46648241679
2013,"2013-03-13 10:40:00",0.392000018619,0.559156516949
2013,"2013-03-14 11:20:00",0.889500042249,0.778841331973
2013,"2013-03-16 11:10:00",1.47150006989,1.62970351749
2013,"2013-03-17 10:15:00",0.623000029591,0.979472939403
2013,"2013-03-18 10:55:00",1.12600005348,1.31557460594
2013,"2013-03-19 10:00:00",0.846000040183,1.10354749971
2013,"2013-03-20 10:45:00",0.880000041798,1.08955512299
2013,"2013-03-21 11:30:00",1.1495000546,0.978316007853
2013,"2013-03-22 10:35:00",0.950000045123,1.09357476051
2013,"2013-03-25 11:05:00",0.933000044315,1.07306842806
2013,"2013-03-26 10:10:00",1.13100005372,1.64344187087
2013,"2013-03-27 10:50:00",2.63350012508,2.99840659847
2013,"2013-03-30 11:20:00",1.91850009112,2.16773277027
2013,"2013-04-01 11:10:00",1.63550007768,1.513439097
2014,"2014-03-05 10:55:00",0.842000039993,1.06185063996
2014,"2014-03-07 10:45:00",1.04250004952,1.14414062422
2014,"2014-03-08 11:25:00",1.29800006165,1.52375357332
2014,"2014-03-08 11:30:00",1.37400006526,1.52375357332
2014,"2014-03-11 10:20:00",1.06250005047,1.29220311868
2014,"2014-03-12 11:05:00",1.06200005044,1.09374569586
2014,"2014-03-13 10:10:00",1.23700005875,1.38420233727
2014,"2014-03-18 10:25:00",0.709000033676,1.20400378087
2014,"2014-03-19 11:10:00",1.45100006892,1.57676644975
2014,"2014-03-20 10:15:00",1.34500006388,1.76061616935
2014,"2014-03-24 11:25:00",0.545000025886,0.468599041393
2014,"2014-03-24 11:30:00",0.562000026694,0.468599041393
2014,"2014-03-28 11:05:00",0.732000034768,1.01270469683
2014,"2014-03-29 10:10:00",1.01350004814,1.29164397798
2014,"2014-03-30 10:50:00",1.42850006785,1.76807539515
2014,"2014-04-01 10:40:00",1.91050009074,2.5508325808
2014,"2014-04-07 10:00:00",0.491000023321,0.527845487256
2014,"2014-04-09 11:30:00",1.06100005039,1.07116948101
2014,"2014-04-11 11:15:00",1.47100006987,1.3564849781
2014,"2014-04-13 11:05:00",1.9770000939,1.92072387696
2014,"2014-04-14 10:10:00",2.49400011846,1.58346293568
2014,"2014-04-15 10:50:00",1.7790000845,1.91501881232
