"","X","stationid","Year","Month","Aqstime","Sate_AOD","AERONET_AOD"
"2451",2451,70,2012,6,"2012-06-11 13:05:23",0.619942903519,0.172496715787
"2452",2452,70,2012,6,"2012-06-25 13:39:12",0.517878085375,0.213247951954
"2453",2453,70,2012,6,"2012-06-26 13:21:41",0.437300622463,0.17133715438
"2454",2454,70,2012,11,"2012-11-04 14:07:46",0.259526580572,0.147699450703
"2455",2455,70,2012,12,"2012-12-17 14:00:39",0.188181951642,0.088647014343
"2456",2456,70,2013,1,"2013-01-24 13:44:20",0.369565188885,0.295148625281
"2457",2457,70,2013,1,"2013-01-28 12:34:19",0.344804406166,0.246771414978
"2458",2458,70,2013,1,"2013-01-29 13:53:32",0.24223600328,0.392351950291
"2459",2459,70,2013,1,"2013-01-30 13:36:02",0.0638744141907,0.106553381432
"2460",2460,70,2013,2,"2013-02-01 12:55:22",0.150998800993,0.211484238812
"2461",2461,70,2013,2,"2013-02-01 12:55:22",0.150998800993,0.211484238812
"2462",2462,70,2013,2,"2013-02-09 13:48:49",0.32482790947,0.153796735684
"2463",2463,70,2013,3,"2013-03-05 12:58:40",0.317945241928,0.265751677716
"2464",2464,70,2013,3,"2013-03-06 12:41:10",0.353869378567,0.573318263179
"2465",2465,70,2013,3,"2013-03-10 13:02:13",0.394997447729,0.56282657546
"2466",2466,70,2013,3,"2013-03-24 13:41:42",0.149571910501,0.324170619908
"2467",2467,70,2013,3,"2013-03-26 13:06:43",0.39726370573,0.382062887817
"2468",2468,70,2013,3,"2013-03-27 12:43:31",0.160735245794,0.144624160713
"2469",2469,70,2013,3,"2013-03-29 13:50:56",0.0364277139306,0.0861790991623
"2470",2470,70,2013,4,"2013-04-01 12:52:45",0.337250262499,0.222552926908
"2471",2471,70,2013,4,"2013-04-01 12:52:45",0.337250262499,0.222552926908
"2472",2472,70,2014,2,"2014-02-19 13:18:26",0.608024120331,1.02505225505
"2473",2473,70,2014,2,"2014-02-21 12:43:26",0.261289216578,0.188401966499
"2474",2474,70,2014,2,"2014-02-28 13:54:24",0.167869716883,0.141717219791
"2475",2475,70,2014,3,"2014-03-03 12:56:13",0.396340399981,0.477108446417
"2476",2476,70,2014,3,"2014-03-04 12:38:43",0.228974297643,0.224277270613
"2477",2477,70,2014,3,"2014-03-04 14:15:27",0.268423676491,0.230517062791
"2478",2478,70,2014,3,"2014-03-08 12:59:46",0.317777395248,0.267974719155
"2479",2479,70,2014,3,"2014-03-13 13:08:58",0.268004007638,0.335426756575
"2480",2480,70,2014,3,"2014-03-15 12:33:59",0.206983357668,0.143137538337
"2481",2481,70,2014,3,"2014-03-15 14:10:43",0.191875085235,0.143061249416
"2482",2482,70,2014,3,"2014-03-16 13:53:13",0.0527110770345,0.178226405509
"2483",2483,70,2014,3,"2014-03-22 13:39:15",0.211851581931,0.351522662466
"2484",2484,70,2014,3,"2014-03-25 12:46:45",0.306362241507,0.341255321361
"2485",2485,70,2014,3,"2014-03-28 13:30:59",0.0758771002293,0.0995754220253
"2486",2486,70,2014,3,"2014-03-29 13:07:48",0.180963546038,0.105866801293
"2487",2487,70,2014,4,"2014-04-08 13:20:33",0.182642247528,0.270228800247
"2488",2488,70,2014,4,"2014-04-08 13:20:33",0.182642247528,0.270228800247
"2489",2489,70,2014,4,"2014-04-12 13:47:17",0.117508791387,0.34387543148
"2490",2490,70,2014,4,"2014-04-12 13:47:17",0.117508791387,0.34387543148
